,Satisfaction
90444,Satisfied
19005,Neutral or Dissatisfied
64102,Satisfied
9300,Neutral or Dissatisfied
125144,Neutral or Dissatisfied
13661,Satisfied
78333,Satisfied
55669,Satisfied
79817,Satisfied
3180,Neutral or Dissatisfied
47383,Neutral or Dissatisfied
26596,Satisfied
46576,Satisfied
55225,Satisfied
29533,Neutral or Dissatisfied
47296,Satisfied
37737,Neutral or Dissatisfied
86501,Neutral or Dissatisfied
39984,Satisfied
127650,Neutral or Dissatisfied
3503,Neutral or Dissatisfied
32153,Satisfied
9975,Neutral or Dissatisfied
42357,Neutral or Dissatisfied
77806,Neutral or Dissatisfied
18562,Satisfied
102765,Neutral or Dissatisfied
12170,Satisfied
38039,Satisfied
87151,Satisfied
128927,Satisfied
8564,Neutral or Dissatisfied
56275,Satisfied
59673,Satisfied
100057,Satisfied
81987,Neutral or Dissatisfied
102748,Satisfied
88755,Satisfied
47464,Satisfied
11969,Neutral or Dissatisfied
75555,Satisfied
65194,Neutral or Dissatisfied
84053,Satisfied
128578,Satisfied
3686,Neutral or Dissatisfied
46018,Satisfied
123349,Neutral or Dissatisfied
1514,Satisfied
63390,Neutral or Dissatisfied
1045,Neutral or Dissatisfied
7212,Neutral or Dissatisfied
113234,Neutral or Dissatisfied
128319,Satisfied
129465,Neutral or Dissatisfied
30596,Satisfied
24906,Satisfied
34738,Neutral or Dissatisfied
75343,Neutral or Dissatisfied
91551,Neutral or Dissatisfied
79239,Satisfied
33312,Neutral or Dissatisfied
102397,Neutral or Dissatisfied
81550,Neutral or Dissatisfied
30385,Neutral or Dissatisfied
49301,Satisfied
113594,Neutral or Dissatisfied
82088,Neutral or Dissatisfied
94368,Satisfied
75752,Satisfied
8964,Satisfied
73879,Satisfied
83011,Satisfied
98526,Neutral or Dissatisfied
127414,Satisfied
3518,Satisfied
18747,Neutral or Dissatisfied
76588,Satisfied
89559,Satisfied
101944,Satisfied
11977,Satisfied
71802,Neutral or Dissatisfied
101055,Satisfied
31702,Neutral or Dissatisfied
49990,Neutral or Dissatisfied
106176,Neutral or Dissatisfied
53104,Satisfied
86564,Neutral or Dissatisfied
51487,Satisfied
35061,Neutral or Dissatisfied
118580,Neutral or Dissatisfied
81388,Neutral or Dissatisfied
23849,Satisfied
91355,Neutral or Dissatisfied
73968,Neutral or Dissatisfied
23173,Neutral or Dissatisfied
74969,Neutral or Dissatisfied
21444,Neutral or Dissatisfied
105367,Satisfied
3565,Neutral or Dissatisfied
53802,Satisfied
97033,Satisfied
118188,Neutral or Dissatisfied
2462,Neutral or Dissatisfied
55487,Satisfied
115100,Satisfied
81358,Neutral or Dissatisfied
44884,Satisfied
96729,Neutral or Dissatisfied
42268,Neutral or Dissatisfied
20385,Satisfied
922,Neutral or Dissatisfied
117230,Neutral or Dissatisfied
27098,Neutral or Dissatisfied
127027,Neutral or Dissatisfied
39173,Satisfied
26183,Satisfied
103739,Neutral or Dissatisfied
60236,Neutral or Dissatisfied
1636,Neutral or Dissatisfied
69995,Neutral or Dissatisfied
97023,Satisfied
114321,Neutral or Dissatisfied
117895,Satisfied
43404,Neutral or Dissatisfied
38543,Satisfied
100443,Satisfied
9956,Neutral or Dissatisfied
89500,Satisfied
33999,Neutral or Dissatisfied
23670,Satisfied
105079,Neutral or Dissatisfied
61277,Neutral or Dissatisfied
23827,Neutral or Dissatisfied
28641,Satisfied
128021,Satisfied
17963,Neutral or Dissatisfied
83646,Satisfied
67403,Satisfied
66633,Satisfied
10806,Neutral or Dissatisfied
115974,Neutral or Dissatisfied
112725,Neutral or Dissatisfied
51425,Neutral or Dissatisfied
18336,Neutral or Dissatisfied
83298,Satisfied
17701,Satisfied
123068,Neutral or Dissatisfied
125187,Satisfied
22149,Satisfied
100803,Neutral or Dissatisfied
86850,Neutral or Dissatisfied
104189,Neutral or Dissatisfied
74879,Satisfied
85584,Neutral or Dissatisfied
4330,Neutral or Dissatisfied
39099,Neutral or Dissatisfied
118160,Satisfied
7599,Satisfied
64791,Neutral or Dissatisfied
69649,Neutral or Dissatisfied
48696,Neutral or Dissatisfied
66058,Satisfied
92272,Neutral or Dissatisfied
46655,Neutral or Dissatisfied
27308,Satisfied
41244,Neutral or Dissatisfied
97142,Neutral or Dissatisfied
11617,Neutral or Dissatisfied
99754,Neutral or Dissatisfied
101222,Satisfied
16697,Satisfied
39190,Satisfied
10032,Satisfied
20780,Neutral or Dissatisfied
95884,Neutral or Dissatisfied
77893,Satisfied
40350,Satisfied
128903,Neutral or Dissatisfied
85736,Satisfied
10880,Neutral or Dissatisfied
38392,Neutral or Dissatisfied
28014,Neutral or Dissatisfied
35418,Neutral or Dissatisfied
49722,Satisfied
119474,Satisfied
25026,Neutral or Dissatisfied
103429,Neutral or Dissatisfied
124820,Satisfied
79102,Satisfied
21590,Neutral or Dissatisfied
4213,Neutral or Dissatisfied
8559,Satisfied
38138,Neutral or Dissatisfied
20671,Neutral or Dissatisfied
72874,Satisfied
88477,Satisfied
121,Neutral or Dissatisfied
26894,Neutral or Dissatisfied
13239,Neutral or Dissatisfied
77316,Satisfied
125914,Neutral or Dissatisfied
92519,Neutral or Dissatisfied
25334,Satisfied
63091,Neutral or Dissatisfied
85658,Neutral or Dissatisfied
129841,Neutral or Dissatisfied
50461,Neutral or Dissatisfied
26861,Neutral or Dissatisfied
43084,Neutral or Dissatisfied
40832,Neutral or Dissatisfied
66146,Satisfied
27187,Satisfied
90942,Neutral or Dissatisfied
11942,Satisfied
3338,Satisfied
32328,Neutral or Dissatisfied
30227,Satisfied
55327,Neutral or Dissatisfied
95806,Satisfied
102570,Satisfied
88964,Neutral or Dissatisfied
112483,Neutral or Dissatisfied
19067,Satisfied
72881,Satisfied
45211,Satisfied
121364,Neutral or Dissatisfied
47058,Neutral or Dissatisfied
59972,Satisfied
10108,Neutral or Dissatisfied
93042,Neutral or Dissatisfied
5981,Satisfied
116548,Neutral or Dissatisfied
81309,Satisfied
68646,Satisfied
26081,Neutral or Dissatisfied
76850,Neutral or Dissatisfied
75157,Neutral or Dissatisfied
5118,Satisfied
65667,Neutral or Dissatisfied
87889,Satisfied
20691,Satisfied
106031,Neutral or Dissatisfied
93122,Satisfied
58045,Satisfied
42990,Satisfied
110600,Neutral or Dissatisfied
62005,Satisfied
68446,Neutral or Dissatisfied
94792,Neutral or Dissatisfied
28451,Neutral or Dissatisfied
83449,Satisfied
80438,Satisfied
85822,Neutral or Dissatisfied
127662,Satisfied
23657,Satisfied
43136,Neutral or Dissatisfied
57956,Satisfied
88884,Satisfied
90854,Neutral or Dissatisfied
88615,Neutral or Dissatisfied
62913,Satisfied
50279,Neutral or Dissatisfied
102442,Satisfied
62259,Satisfied
97715,Neutral or Dissatisfied
43140,Neutral or Dissatisfied
41334,Neutral or Dissatisfied
16737,Neutral or Dissatisfied
1999,Satisfied
114821,Satisfied
19197,Neutral or Dissatisfied
29308,Neutral or Dissatisfied
58224,Neutral or Dissatisfied
51147,Neutral or Dissatisfied
23843,Neutral or Dissatisfied
47368,Satisfied
83012,Satisfied
19708,Satisfied
7186,Neutral or Dissatisfied
113160,Satisfied
95943,Neutral or Dissatisfied
33108,Neutral or Dissatisfied
94670,Satisfied
19529,Satisfied
119248,Neutral or Dissatisfied
82884,Neutral or Dissatisfied
90987,Neutral or Dissatisfied
106870,Satisfied
92868,Neutral or Dissatisfied
54288,Satisfied
78735,Satisfied
121773,Satisfied
9551,Neutral or Dissatisfied
128142,Satisfied
17939,Neutral or Dissatisfied
86451,Satisfied
104567,Neutral or Dissatisfied
126277,Neutral or Dissatisfied
22848,Neutral or Dissatisfied
32542,Satisfied
99231,Neutral or Dissatisfied
96965,Satisfied
11230,Neutral or Dissatisfied
40019,Satisfied
118913,Neutral or Dissatisfied
98434,Satisfied
25902,Satisfied
74336,Neutral or Dissatisfied
38714,Neutral or Dissatisfied
117957,Neutral or Dissatisfied
123769,Neutral or Dissatisfied
11953,Neutral or Dissatisfied
3517,Satisfied
86897,Neutral or Dissatisfied
97079,Satisfied
103375,Neutral or Dissatisfied
38548,Neutral or Dissatisfied
46394,Neutral or Dissatisfied
94777,Satisfied
117917,Satisfied
124040,Satisfied
117832,Neutral or Dissatisfied
18373,Neutral or Dissatisfied
118827,Neutral or Dissatisfied
13089,Satisfied
26216,Neutral or Dissatisfied
9985,Neutral or Dissatisfied
43977,Satisfied
92952,Satisfied
119205,Neutral or Dissatisfied
95620,Neutral or Dissatisfied
34956,Satisfied
57984,Neutral or Dissatisfied
47768,Satisfied
82200,Satisfied
101626,Neutral or Dissatisfied
16979,Neutral or Dissatisfied
52287,Satisfied
35157,Satisfied
104057,Neutral or Dissatisfied
22857,Satisfied
50820,Neutral or Dissatisfied
75628,Neutral or Dissatisfied
62477,Satisfied
98119,Neutral or Dissatisfied
33683,Satisfied
106796,Neutral or Dissatisfied
48115,Satisfied
98778,Satisfied
114189,Satisfied
99684,Satisfied
117471,Satisfied
106115,Satisfied
77261,Neutral or Dissatisfied
26192,Neutral or Dissatisfied
14764,Neutral or Dissatisfied
58419,Neutral or Dissatisfied
122973,Satisfied
127951,Satisfied
27289,Neutral or Dissatisfied
82803,Neutral or Dissatisfied
103317,Neutral or Dissatisfied
80331,Neutral or Dissatisfied
98091,Neutral or Dissatisfied
80521,Satisfied
102189,Neutral or Dissatisfied
99955,Neutral or Dissatisfied
10732,Neutral or Dissatisfied
1279,Neutral or Dissatisfied
38354,Neutral or Dissatisfied
112338,Satisfied
38223,Neutral or Dissatisfied
23802,Neutral or Dissatisfied
126672,Neutral or Dissatisfied
84311,Neutral or Dissatisfied
57663,Neutral or Dissatisfied
128397,Neutral or Dissatisfied
117556,Satisfied
74862,Neutral or Dissatisfied
29771,Neutral or Dissatisfied
103158,Satisfied
123878,Satisfied
65548,Satisfied
13989,Neutral or Dissatisfied
41324,Neutral or Dissatisfied
105389,Neutral or Dissatisfied
21494,Neutral or Dissatisfied
109061,Neutral or Dissatisfied
68573,Neutral or Dissatisfied
110138,Satisfied
25859,Neutral or Dissatisfied
128654,Neutral or Dissatisfied
52747,Neutral or Dissatisfied
106319,Satisfied
10138,Satisfied
27717,Neutral or Dissatisfied
50742,Satisfied
81192,Neutral or Dissatisfied
108521,Neutral or Dissatisfied
53547,Satisfied
103405,Neutral or Dissatisfied
107434,Neutral or Dissatisfied
118277,Satisfied
25131,Satisfied
105240,Neutral or Dissatisfied
67163,Satisfied
104660,Satisfied
81094,Neutral or Dissatisfied
50124,Satisfied
113258,Satisfied
88430,Neutral or Dissatisfied
46199,Neutral or Dissatisfied
40602,Neutral or Dissatisfied
4829,Satisfied
36923,Satisfied
20827,Neutral or Dissatisfied
216,Neutral or Dissatisfied
33754,Neutral or Dissatisfied
126558,Satisfied
58234,Neutral or Dissatisfied
120910,Satisfied
21731,Satisfied
64268,Neutral or Dissatisfied
73361,Neutral or Dissatisfied
85362,Neutral or Dissatisfied
99805,Neutral or Dissatisfied
39179,Neutral or Dissatisfied
100328,Neutral or Dissatisfied
101303,Satisfied
128830,Neutral or Dissatisfied
91568,Satisfied
52955,Satisfied
110829,Satisfied
114281,Neutral or Dissatisfied
32537,Satisfied
33783,Neutral or Dissatisfied
38102,Satisfied
59820,Neutral or Dissatisfied
21704,Neutral or Dissatisfied
115011,Satisfied
15067,Neutral or Dissatisfied
13988,Neutral or Dissatisfied
63870,Neutral or Dissatisfied
107715,Neutral or Dissatisfied
117093,Satisfied
101977,Neutral or Dissatisfied
11055,Neutral or Dissatisfied
2073,Neutral or Dissatisfied
107021,Neutral or Dissatisfied
27553,Neutral or Dissatisfied
129671,Satisfied
56198,Neutral or Dissatisfied
60362,Satisfied
71593,Neutral or Dissatisfied
57200,Satisfied
56376,Satisfied
125624,Satisfied
80138,Satisfied
31102,Neutral or Dissatisfied
38493,Satisfied
77434,Neutral or Dissatisfied
65895,Satisfied
109669,Satisfied
115903,Satisfied
88409,Neutral or Dissatisfied
102325,Neutral or Dissatisfied
70552,Satisfied
37212,Satisfied
21007,Neutral or Dissatisfied
29240,Satisfied
97698,Neutral or Dissatisfied
110744,Satisfied
127448,Satisfied
40745,Satisfied
28363,Neutral or Dissatisfied
71257,Satisfied
19610,Neutral or Dissatisfied
14894,Neutral or Dissatisfied
31787,Satisfied
100791,Neutral or Dissatisfied
105947,Satisfied
34407,Neutral or Dissatisfied
1465,Neutral or Dissatisfied
108343,Neutral or Dissatisfied
11252,Neutral or Dissatisfied
10961,Satisfied
28348,Neutral or Dissatisfied
45311,Satisfied
15061,Neutral or Dissatisfied
129852,Neutral or Dissatisfied
110280,Neutral or Dissatisfied
86095,Satisfied
17149,Neutral or Dissatisfied
114922,Satisfied
103726,Satisfied
25997,Satisfied
67755,Satisfied
54635,Satisfied
99426,Neutral or Dissatisfied
17475,Satisfied
35504,Neutral or Dissatisfied
73396,Neutral or Dissatisfied
85364,Neutral or Dissatisfied
105100,Satisfied
63077,Satisfied
46222,Neutral or Dissatisfied
41346,Satisfied
9432,Neutral or Dissatisfied
96060,Satisfied
29423,Neutral or Dissatisfied
39959,Neutral or Dissatisfied
32743,Neutral or Dissatisfied
41210,Neutral or Dissatisfied
89654,Neutral or Dissatisfied
2238,Satisfied
52829,Satisfied
59264,Satisfied
47712,Neutral or Dissatisfied
11431,Neutral or Dissatisfied
89620,Satisfied
41728,Neutral or Dissatisfied
12010,Satisfied
35397,Neutral or Dissatisfied
57014,Neutral or Dissatisfied
95040,Neutral or Dissatisfied
82320,Satisfied
49821,Neutral or Dissatisfied
107425,Neutral or Dissatisfied
114933,Neutral or Dissatisfied
33077,Neutral or Dissatisfied
77272,Satisfied
128207,Neutral or Dissatisfied
111706,Neutral or Dissatisfied
80914,Neutral or Dissatisfied
85117,Satisfied
8540,Satisfied
12432,Neutral or Dissatisfied
41828,Satisfied
109987,Neutral or Dissatisfied
24584,Satisfied
26699,Neutral or Dissatisfied
94440,Satisfied
80111,Neutral or Dissatisfied
23714,Neutral or Dissatisfied
39351,Satisfied
96363,Neutral or Dissatisfied
99152,Neutral or Dissatisfied
68482,Neutral or Dissatisfied
71984,Satisfied
40590,Neutral or Dissatisfied
113483,Neutral or Dissatisfied
8825,Neutral or Dissatisfied
41474,Satisfied
113902,Satisfied
121158,Satisfied
60124,Neutral or Dissatisfied
88599,Neutral or Dissatisfied
7149,Satisfied
119013,Neutral or Dissatisfied
76969,Neutral or Dissatisfied
15461,Satisfied
67067,Neutral or Dissatisfied
125218,Neutral or Dissatisfied
119486,Neutral or Dissatisfied
115029,Satisfied
54245,Satisfied
55988,Satisfied
127409,Neutral or Dissatisfied
68706,Neutral or Dissatisfied
61900,Neutral or Dissatisfied
99134,Neutral or Dissatisfied
13397,Neutral or Dissatisfied
107292,Neutral or Dissatisfied
5562,Satisfied
6990,Neutral or Dissatisfied
60307,Neutral or Dissatisfied
68663,Satisfied
85615,Neutral or Dissatisfied
361,Satisfied
82502,Satisfied
585,Satisfied
38390,Satisfied
121356,Neutral or Dissatisfied
62421,Satisfied
129635,Satisfied
52092,Satisfied
100282,Satisfied
110607,Neutral or Dissatisfied
15033,Satisfied
89985,Neutral or Dissatisfied
73745,Neutral or Dissatisfied
30595,Neutral or Dissatisfied
77841,Satisfied
49775,Satisfied
49094,Satisfied
76545,Satisfied
23541,Neutral or Dissatisfied
5110,Satisfied
21206,Neutral or Dissatisfied
111676,Neutral or Dissatisfied
76032,Satisfied
35906,Satisfied
107914,Neutral or Dissatisfied
69665,Neutral or Dissatisfied
27999,Neutral or Dissatisfied
4693,Neutral or Dissatisfied
30445,Satisfied
54465,Neutral or Dissatisfied
76325,Neutral or Dissatisfied
53449,Satisfied
122100,Neutral or Dissatisfied
44339,Neutral or Dissatisfied
10017,Neutral or Dissatisfied
48707,Satisfied
14305,Satisfied
55082,Satisfied
86745,Satisfied
117685,Satisfied
53182,Satisfied
34992,Satisfied
46618,Satisfied
41298,Neutral or Dissatisfied
108321,Satisfied
62387,Satisfied
85596,Neutral or Dissatisfied
100900,Neutral or Dissatisfied
84945,Satisfied
30361,Satisfied
113614,Neutral or Dissatisfied
71331,Satisfied
30748,Neutral or Dissatisfied
36992,Neutral or Dissatisfied
75757,Satisfied
32376,Satisfied
43117,Neutral or Dissatisfied
20557,Neutral or Dissatisfied
19224,Neutral or Dissatisfied
81687,Satisfied
15351,Neutral or Dissatisfied
117201,Neutral or Dissatisfied
81982,Neutral or Dissatisfied
10093,Neutral or Dissatisfied
106065,Satisfied
41051,Neutral or Dissatisfied
12381,Neutral or Dissatisfied
115271,Satisfied
48410,Satisfied
75215,Neutral or Dissatisfied
6987,Neutral or Dissatisfied
90251,Satisfied
113637,Neutral or Dissatisfied
19688,Neutral or Dissatisfied
47874,Neutral or Dissatisfied
24848,Neutral or Dissatisfied
37670,Neutral or Dissatisfied
119118,Neutral or Dissatisfied
128747,Neutral or Dissatisfied
48578,Neutral or Dissatisfied
19560,Neutral or Dissatisfied
128278,Neutral or Dissatisfied
119608,Neutral or Dissatisfied
109583,Satisfied
113184,Satisfied
124459,Satisfied
9000,Neutral or Dissatisfied
102906,Satisfied
55496,Neutral or Dissatisfied
26529,Neutral or Dissatisfied
52815,Satisfied
24949,Neutral or Dissatisfied
28908,Satisfied
57611,Neutral or Dissatisfied
21144,Neutral or Dissatisfied
46471,Neutral or Dissatisfied
99030,Neutral or Dissatisfied
55622,Satisfied
33069,Neutral or Dissatisfied
12289,Satisfied
5646,Neutral or Dissatisfied
24881,Satisfied
38863,Satisfied
63026,Satisfied
119413,Neutral or Dissatisfied
111176,Satisfied
100874,Satisfied
128982,Neutral or Dissatisfied
22827,Neutral or Dissatisfied
115086,Satisfied
49263,Satisfied
9343,Satisfied
91603,Neutral or Dissatisfied
11002,Neutral or Dissatisfied
66960,Satisfied
62365,Neutral or Dissatisfied
126687,Satisfied
39763,Neutral or Dissatisfied
58082,Neutral or Dissatisfied
79496,Satisfied
65154,Neutral or Dissatisfied
73226,Neutral or Dissatisfied
129741,Satisfied
112180,Neutral or Dissatisfied
40829,Satisfied
891,Neutral or Dissatisfied
114492,Satisfied
22043,Satisfied
129653,Satisfied
10357,Satisfied
29149,Neutral or Dissatisfied
88595,Satisfied
44214,Satisfied
44782,Neutral or Dissatisfied
115741,Satisfied
105524,Satisfied
75760,Satisfied
71064,Neutral or Dissatisfied
3489,Neutral or Dissatisfied
91128,Neutral or Dissatisfied
23824,Neutral or Dissatisfied
6351,Satisfied
49984,Satisfied
8660,Satisfied
29099,Neutral or Dissatisfied
74218,Satisfied
69620,Neutral or Dissatisfied
1661,Neutral or Dissatisfied
60030,Neutral or Dissatisfied
34668,Satisfied
92150,Neutral or Dissatisfied
38798,Neutral or Dissatisfied
80654,Satisfied
120177,Satisfied
104556,Neutral or Dissatisfied
44700,Neutral or Dissatisfied
116077,Neutral or Dissatisfied
32232,Satisfied
107086,Satisfied
100416,Neutral or Dissatisfied
26709,Neutral or Dissatisfied
8131,Neutral or Dissatisfied
87348,Satisfied
59055,Neutral or Dissatisfied
48076,Neutral or Dissatisfied
16765,Neutral or Dissatisfied
38536,Neutral or Dissatisfied
116734,Neutral or Dissatisfied
31545,Neutral or Dissatisfied
103483,Neutral or Dissatisfied
38319,Neutral or Dissatisfied
34012,Neutral or Dissatisfied
58389,Satisfied
66152,Neutral or Dissatisfied
91114,Neutral or Dissatisfied
117333,Satisfied
82212,Satisfied
98406,Neutral or Dissatisfied
82760,Neutral or Dissatisfied
23785,Satisfied
740,Neutral or Dissatisfied
129143,Satisfied
48551,Neutral or Dissatisfied
122455,Satisfied
57229,Neutral or Dissatisfied
77185,Neutral or Dissatisfied
86603,Satisfied
11316,Neutral or Dissatisfied
7268,Neutral or Dissatisfied
66451,Neutral or Dissatisfied
95063,Neutral or Dissatisfied
107741,Neutral or Dissatisfied
97250,Neutral or Dissatisfied
115835,Satisfied
55893,Satisfied
70188,Neutral or Dissatisfied
60525,Neutral or Dissatisfied
115106,Neutral or Dissatisfied
114279,Neutral or Dissatisfied
62946,Satisfied
75485,Satisfied
31825,Satisfied
62662,Satisfied
87234,Satisfied
91416,Neutral or Dissatisfied
97434,Neutral or Dissatisfied
78674,Neutral or Dissatisfied
81520,Neutral or Dissatisfied
102512,Neutral or Dissatisfied
42365,Neutral or Dissatisfied
74190,Neutral or Dissatisfied
100716,Satisfied
115776,Neutral or Dissatisfied
1987,Neutral or Dissatisfied
96839,Satisfied
15878,Satisfied
19130,Neutral or Dissatisfied
121458,Satisfied
115314,Satisfied
46692,Neutral or Dissatisfied
52058,Satisfied
85493,Neutral or Dissatisfied
59139,Neutral or Dissatisfied
82373,Satisfied
103041,Neutral or Dissatisfied
40753,Satisfied
4140,Neutral or Dissatisfied
76084,Neutral or Dissatisfied
53414,Satisfied
129551,Neutral or Dissatisfied
19661,Neutral or Dissatisfied
80333,Satisfied
128592,Satisfied
78965,Satisfied
1844,Neutral or Dissatisfied
119402,Neutral or Dissatisfied
68691,Neutral or Dissatisfied
100334,Satisfied
95393,Neutral or Dissatisfied
5652,Satisfied
9569,Satisfied
94815,Neutral or Dissatisfied
125471,Neutral or Dissatisfied
61472,Satisfied
35922,Satisfied
63926,Satisfied
64638,Satisfied
22995,Neutral or Dissatisfied
83239,Satisfied
106352,Neutral or Dissatisfied
29737,Satisfied
33644,Neutral or Dissatisfied
78133,Neutral or Dissatisfied
20947,Neutral or Dissatisfied
54691,Neutral or Dissatisfied
57508,Neutral or Dissatisfied
112616,Neutral or Dissatisfied
7409,Neutral or Dissatisfied
27918,Satisfied
64016,Satisfied
122413,Neutral or Dissatisfied
15586,Neutral or Dissatisfied
63570,Neutral or Dissatisfied
10670,Satisfied
57717,Satisfied
15723,Neutral or Dissatisfied
33428,Neutral or Dissatisfied
113779,Satisfied
122663,Satisfied
19973,Neutral or Dissatisfied
66233,Satisfied
62330,Neutral or Dissatisfied
72654,Neutral or Dissatisfied
111536,Satisfied
17366,Neutral or Dissatisfied
23366,Satisfied
16767,Neutral or Dissatisfied
61486,Neutral or Dissatisfied
21258,Neutral or Dissatisfied
68781,Satisfied
84220,Satisfied
120178,Satisfied
35663,Satisfied
92970,Satisfied
57455,Satisfied
9848,Neutral or Dissatisfied
8942,Neutral or Dissatisfied
6142,Neutral or Dissatisfied
62990,Neutral or Dissatisfied
103579,Satisfied
88738,Neutral or Dissatisfied
93673,Neutral or Dissatisfied
97897,Satisfied
124529,Satisfied
128854,Neutral or Dissatisfied
37502,Neutral or Dissatisfied
97337,Neutral or Dissatisfied
60949,Neutral or Dissatisfied
27426,Neutral or Dissatisfied
60516,Neutral or Dissatisfied
28808,Satisfied
89756,Neutral or Dissatisfied
1921,Satisfied
129707,Neutral or Dissatisfied
43217,Neutral or Dissatisfied
3211,Neutral or Dissatisfied
69213,Satisfied
24882,Satisfied
106323,Satisfied
14970,Neutral or Dissatisfied
26009,Neutral or Dissatisfied
30978,Neutral or Dissatisfied
32814,Neutral or Dissatisfied
125051,Satisfied
73449,Neutral or Dissatisfied
34476,Neutral or Dissatisfied
71471,Satisfied
82166,Satisfied
102106,Neutral or Dissatisfied
6957,Neutral or Dissatisfied
319,Neutral or Dissatisfied
4827,Satisfied
46879,Satisfied
14099,Neutral or Dissatisfied
47707,Satisfied
53105,Satisfied
51482,Satisfied
127781,Neutral or Dissatisfied
80901,Neutral or Dissatisfied
40307,Neutral or Dissatisfied
39413,Satisfied
46938,Neutral or Dissatisfied
54392,Neutral or Dissatisfied
11183,Neutral or Dissatisfied
47844,Satisfied
48283,Neutral or Dissatisfied
88634,Neutral or Dissatisfied
68026,Neutral or Dissatisfied
109817,Satisfied
9138,Satisfied
79305,Satisfied
61232,Satisfied
57008,Neutral or Dissatisfied
23762,Neutral or Dissatisfied
99228,Neutral or Dissatisfied
97483,Neutral or Dissatisfied
44111,Neutral or Dissatisfied
32039,Satisfied
55155,Neutral or Dissatisfied
46258,Neutral or Dissatisfied
44829,Neutral or Dissatisfied
42779,Neutral or Dissatisfied
89978,Neutral or Dissatisfied
2964,Neutral or Dissatisfied
39061,Neutral or Dissatisfied
54946,Neutral or Dissatisfied
53836,Neutral or Dissatisfied
109234,Neutral or Dissatisfied
86950,Neutral or Dissatisfied
89782,Neutral or Dissatisfied
102074,Satisfied
15264,Neutral or Dissatisfied
4926,Satisfied
119847,Satisfied
102977,Satisfied
17581,Neutral or Dissatisfied
114215,Neutral or Dissatisfied
8496,Neutral or Dissatisfied
30307,Satisfied
89329,Satisfied
49448,Satisfied
114605,Satisfied
115156,Neutral or Dissatisfied
36157,Satisfied
84439,Satisfied
40731,Neutral or Dissatisfied
60488,Neutral or Dissatisfied
91552,Neutral or Dissatisfied
95905,Neutral or Dissatisfied
84389,Neutral or Dissatisfied
57634,Satisfied
90796,Neutral or Dissatisfied
112539,Satisfied
96333,Satisfied
79726,Neutral or Dissatisfied
30453,Neutral or Dissatisfied
104543,Neutral or Dissatisfied
9251,Neutral or Dissatisfied
25526,Neutral or Dissatisfied
59813,Satisfied
6962,Neutral or Dissatisfied
92057,Neutral or Dissatisfied
106993,Neutral or Dissatisfied
29767,Neutral or Dissatisfied
124302,Neutral or Dissatisfied
14033,Satisfied
11304,Neutral or Dissatisfied
7608,Satisfied
109223,Neutral or Dissatisfied
113760,Neutral or Dissatisfied
124279,Neutral or Dissatisfied
90368,Neutral or Dissatisfied
58563,Satisfied
51745,Neutral or Dissatisfied
55552,Neutral or Dissatisfied
82349,Satisfied
2775,Satisfied
112802,Neutral or Dissatisfied
61753,Satisfied
67189,Neutral or Dissatisfied
19407,Neutral or Dissatisfied
48234,Satisfied
120805,Neutral or Dissatisfied
83680,Satisfied
128394,Neutral or Dissatisfied
49352,Neutral or Dissatisfied
7216,Neutral or Dissatisfied
56845,Satisfied
98533,Neutral or Dissatisfied
5420,Neutral or Dissatisfied
28528,Neutral or Dissatisfied
27794,Satisfied
46992,Satisfied
38431,Satisfied
23123,Neutral or Dissatisfied
1109,Neutral or Dissatisfied
39161,Neutral or Dissatisfied
14221,Neutral or Dissatisfied
88345,Neutral or Dissatisfied
18116,Neutral or Dissatisfied
96037,Neutral or Dissatisfied
22354,Neutral or Dissatisfied
88746,Neutral or Dissatisfied
56079,Neutral or Dissatisfied
29290,Neutral or Dissatisfied
64767,Neutral or Dissatisfied
64514,Neutral or Dissatisfied
55716,Satisfied
106657,Satisfied
28285,Satisfied
430,Neutral or Dissatisfied
105017,Neutral or Dissatisfied
33218,Neutral or Dissatisfied
11469,Satisfied
16248,Neutral or Dissatisfied
8280,Neutral or Dissatisfied
60163,Neutral or Dissatisfied
94621,Satisfied
33613,Neutral or Dissatisfied
17351,Neutral or Dissatisfied
11964,Neutral or Dissatisfied
59367,Neutral or Dissatisfied
87125,Neutral or Dissatisfied
47838,Neutral or Dissatisfied
31913,Satisfied
80988,Satisfied
15980,Satisfied
39142,Neutral or Dissatisfied
100194,Neutral or Dissatisfied
73228,Satisfied
102964,Satisfied
108978,Neutral or Dissatisfied
102750,Neutral or Dissatisfied
83280,Neutral or Dissatisfied
22209,Neutral or Dissatisfied
86207,Neutral or Dissatisfied
44594,Satisfied
36560,Neutral or Dissatisfied
28296,Satisfied
94864,Neutral or Dissatisfied
34835,Neutral or Dissatisfied
117704,Neutral or Dissatisfied
107322,Satisfied
83847,Neutral or Dissatisfied
33582,Satisfied
17460,Neutral or Dissatisfied
123244,Neutral or Dissatisfied
90863,Neutral or Dissatisfied
8511,Neutral or Dissatisfied
59702,Neutral or Dissatisfied
95102,Neutral or Dissatisfied
21847,Neutral or Dissatisfied
47164,Satisfied
129352,Neutral or Dissatisfied
87465,Satisfied
92250,Neutral or Dissatisfied
87682,Neutral or Dissatisfied
69233,Satisfied
55498,Satisfied
7569,Satisfied
5328,Neutral or Dissatisfied
10340,Satisfied
58683,Neutral or Dissatisfied
